DATEPLANTE,REPLACEMEN,Cultivar,Pub_Priv,Family,Genus,Deciduous,Species,Native_Sta,lat,long,Observe_17,StTp_17,LUse_17,DBH1_17,DBH2_17,Hgt_17,Wth_17,M_17,BSp_17,V_17,HERO2017,unique,NewTreeID,area,StTp_24,LUse_24,DBH1_24,DBH1H_24,DBH2_24,DBH2H_24,Hgt_24,Wth_24,BSp_24,M_24,V_24,Con_24,Crew_24,Date_24,DBH1H_17,DBH2H_17,commonName
5/1/20,No,Tilia cordata,PUBLIC,Malvaceae,Tilia,Deciduous,Tilia cordata,Non Native,884596,108617, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,139,23,SP,COMM,2.1,0,54,0,12,8,Yes,Alive,2,Fair,TH EGB QCM,6/3/24,0,0,Littleleaf Linden
6/1/18, ,Liriodendron tulipifera,PRIVATE,Magnoliaceae,Liriodendron,Deciduous,Liriodendron tulipifera,Native,883027,107954, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,879,4,OM,MP,0,0,0,0,0,0, ,Alive, , ,QCM TH,6/12/24,0,0,Tulip Tree
6/12/19,Yes,Quercus palustris,PUBLIC,Fagaceae,Quercus,Deciduous,Quercus palustris,Native,884305,107697, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,324,11,SP,INST,2.5,39,0,0,11.2,9.75,No,Alive,1,Good,ML TH JRK,6/11/24,0,0,Pin Oak
9/1/20,No,Acer x freemanii,PUBLIC,Sapindaceae,Acer,Deciduous,Acer x freemanii,Non Native,884791,108836, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,177,21,SC,SFR-A,2.4,46,0,0,17,11,No,Alive,1,Good,NG AC ML,6/3/24,0,0,Freeman Maple
9/1/20,No,Acer x freemanii,PUBLIC,Sapindaceae,Acer,Deciduous,Acer x freemanii,Non Native,884781,108830, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,171,21,SC,SFR-A,2,54,0,0,15,10,No,Alive,1,Good,NG AC ML,6/3/24,0,0,Freeman Maple
9/1/20,No,Acer x freemanii,PUBLIC,Sapindaceae,Acer,Deciduous,Acer x freemanii,Non Native,884772,108823, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,161,21,SC,SFR-A,2.4,49,0,0,16,9,No,Alive,1,Good,NG AC ML,6/3/24,0,0,Freeman Maple
9/1/20,No,Acer x freemanii,PUBLIC,Sapindaceae,Acer,Deciduous,Acer x freemanii,Non Native,884761,108816, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,162,21,SC,SFR-A,2.7,45,0,0,15,10,No,Alive,1,Good,NG AC ML,6/3/24,0,0,Freeman Maple
9/1/20,No,Acer x freemanii,PUBLIC,Sapindaceae,Acer,Deciduous,Acer x freemanii,Non Native,884748,108825, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,180,21,SC,INST,2.5,54,0,0,16,7,No,Alive,2,Fair,NG AC ML,6/3/24,0,0,Freeman Maple
9/1/20,No,Acer x freemanii,PUBLIC,Sapindaceae,Acer,Deciduous,Acer x freemanii,Non Native,884744,108802, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,172,21,SC,SFR-A,3,48,0,0,16,8,No,Alive,1,Good,NG AC ML,6/3/24,0,0,Freeman Maple
9/1/20,No,Acer x freemanii,PUBLIC,Sapindaceae,Acer,Deciduous,Acer x freemanii,Non Native,884737,108818, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,185,21,SC,INST,2.6,54,0,0,15,7,No,Alive,1,Good,NG AC ML,6/3/24,0,0,Freeman Maple
9/1/20,No,Acer x freemanii,PUBLIC,Sapindaceae,Acer,Deciduous,Acer x freemanii,Non Native,884734,108795, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,175,21,SC,SFR-A,2.8,54,0,0,17,8,No,Alive,1,Good,NG AC ML,6/3/24,0,0,Freeman Maple
9/1/20,No,Acer x freemanii,PUBLIC,Sapindaceae,Acer,Deciduous,Acer x freemanii,Non Native,884725,108790, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,169,21,SC,SFR-A,2.3,54,0,0,15,8,Yes,Alive,1,Good,NG AC ML,6/3/24,0,0,Freeman Maple
9/1/20,No,Acer x freemanii,PUBLIC,Sapindaceae,Acer,Deciduous,Acer x freemanii,Non Native,884715,108782, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,189,21,SC,SFR-A,2.6,54,0,0,18,9,No,Alive,1,Good,NG AC ML,6/3/24,0,0,Freeman Maple
9/1/20,No,Acer x freemanii,PUBLIC,Sapindaceae,Acer,Deciduous,Acer x freemanii,Non Native,884696,108768, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,188,21,SC,SFR-A,2.3,54,0,0,14,9,No,Alive,1,Fair,NG AC ML,6/3/24,0,0,Freeman Maple
9/1/20,No,Gleditsia triacanthos var. inermis,PUBLIC,Fabaceae,Gleditsia,Deciduous,Gleditsia triacanthos,Native,884690,108779, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,176,21,SP,INST,2.5,53,0,0,16,9,No,Alive,3,Fair,NG AC ML,6/3/24,0,0,Honeylocust
9/1/20,No,Gleditsia triacanthos var. inermis,PUBLIC,Fabaceae,Gleditsia,Deciduous,Gleditsia triacanthos,Native,884678,108769, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,170,21,SP,IND,2.6,54,0,0,16,9,No,Alive,2,Fair,NG,6/3/24,0,0,Honeylocust
9/1/20,No,Gleditsia triacanthos var. inermis,PUBLIC,Fabaceae,Gleditsia,Deciduous,Gleditsia triacanthos,Native,884671,108771, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,160,21,MP,IND,2.4,54,0,0,17,8,No,Alive,2,Fair,NG,6/3/24,0,0,Honeylocust
9/1/20,No,Acer x freemanii,PUBLIC,Sapindaceae,Acer,Deciduous,Acer x freemanii,Non Native,884663,108760, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,173,21,SP,IND,2.3,54,0,0,15,8,No,Alive,1,Good,NG,6/3/24,0,0,Freeman Maple
9/1/20,No,Acer x freemanii,PUBLIC,Sapindaceae,Acer,Deciduous,Acer x freemanii,Non Native,884669,108749, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,166,21,SC,SFR-A,2.7,53,0,0,15,9,No,Alive,1,Good,NG AC ML,6/3/24,0,0,Freeman Maple
9/1/20,No,Acer x freemanii,PUBLIC,Sapindaceae,Acer,Deciduous,Acer x freemanii,Non Native,884661,108743, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,178,21,SC,SFR-A,2.9,54,0,0,17,11,No,Alive,1,Good,NG AC ML,6/3/24,0,0,Freeman Maple
9/1/20,No,Acer x freemanii,PUBLIC,Sapindaceae,Acer,Deciduous,Acer x freemanii,Non Native,884650,108736, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,181,21,SC,SFR-A,3.4,54,0,0,18,9,No,Alive,1,Good,NG AC ML,6/3/24,0,0,Freeman Maple
9/1/20,No,Acer x freemanii,PUBLIC,Sapindaceae,Acer,Deciduous,Acer x freemanii,Non Native,884642,108729, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,179,21,SC,SFR-A,3.3,54,0,0,17,11,No,Alive,1,Fair,NG AC ML,6/3/24,0,0,Freeman Maple
9/1/20,No,Acer x freemanii,PUBLIC,Sapindaceae,Acer,Deciduous,Acer x freemanii,Non Native,884636,108746, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,174,21,SP,IND,2.3,54,0,0,15,8,No,Alive,2,Fair,NG,6/3/24,0,0,Freeman Maple
9/1/20,No,Acer x freemanii,PUBLIC,Sapindaceae,Acer,Deciduous,Acer x freemanii,Non Native,884624,108737, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,182,21,SP,IND,2.8,50,0,0,16,8,No,Alive,1,Good,NG,6/3/24,0,0,Freeman Maple
9/1/20,No,Acer x freemanii,PUBLIC,Sapindaceae,Acer,Deciduous,Acer x freemanii,Non Native,884614,108728, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,184,21,SC,INST,2.7,0,0,0,16,8,No,Alive,1,Good,NG,6/3/24,0,0,Freeman Maple
9/1/20,No,Gleditsia triacanthos var. inermis,PUBLIC,Fabaceae,Gleditsia,Deciduous,Gleditsia triacanthos,Native,884622,108710, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,183,21,MP,INST,2.6,43,0,0,16,12,No,Alive,1,Good,Ng,6/3/24,0,0,Honeylocust
9/1/20,No,Gleditsia triacanthos var. inermis,PUBLIC,Fabaceae,Gleditsia,Deciduous,Gleditsia triacanthos,Native,884610,108701, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,168,21,MP,INST,2.8,54,0,0,18,13,No,Alive,1,Good,NG,6/3/24,0,0,Honeylocust
9/1/20,No,Gleditsia triacanthos var. inermis,PUBLIC,Fabaceae,Gleditsia,Deciduous,Gleditsia triacanthos,Native,884600,108693, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,163,21,MP,INST,2.7,54,0,0,20,13,No,Alive,1,Good,NG,6/3/24,0,0,Honeylocust
10/15/20,No,Gleditsia triacanthos var. inermis,PUBLIC,Fabaceae,Gleditsia,Deciduous,Gleditsia triacanthos,Native,884589,108685, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,187,21,MP,INST,2.5,54,0,0,18,16,No,Alive,1,Good,NG,6/3/24,0,0,Honeylocust
9/1/20,No,Gleditsia triacanthos var. inermis,PUBLIC,Fabaceae,Gleditsia,Deciduous,Gleditsia triacanthos,Native,884578,108676, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,186,21,MP,INST,2.8,54,0,0,18,12,Yes,Alive,1,Good,NG,6/3/24,0,0,Honeylocust
9/1/20,No,Platanus x acerifolia,PUBLIC,Platanaceae,Platanus,Deciduous,Platanus x acerifolia,Non Native,884590,108706, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,164,21,SC,INST,2.3,54,0,0,12,6,Yes,Alive,4,Poor,NG,6/3/24,0,0,London Planetree
11/5/20,No,Liquidambar styraciflua 'Moraine',PRIVATE,Altingiaceae,Liquidambar,Deciduous,Liquidambar styraciflua,Native,883346,106874, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,1019,6,SY,MFR,1.7,54,0,0,11.5,4.25,Yes,Alive,1,Good,Acacaj,6/5/24,0,0,American Sweetgum
11/5/20,No,Liquidambar styraciflua 'Moraine',PRIVATE,Altingiaceae,Liquidambar,Deciduous,Liquidambar styraciflua,Native,883346,106885, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,1014,6,SY,MFR,1.2,54,0,0,8.5,4,No,Alive,1,Good,Acacaj,6/5/24,0,0,American Sweetgum
11/5/20,No,Betula nigra,PRIVATE,Betulaceae,Betula,Deciduous,Betula nigra,Native,883354,106895, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,1016,6,FY,MFR,2.7,54,0,0,17,11.5,Yes,Alive,1,Good,Acacaj,6/5/24,0,0,River Birch
11/5/20,No,Betula nigra,PRIVATE,Betulaceae,Betula,Deciduous,Betula nigra,Native,883368,106895, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,1021,6,FY,MFR,2.6,54,0,0,16,11.75,No,Alive,1,Good,Acacaj,6/5/24,0,0,River Birch
11/5/20,No,Betula nigra,PRIVATE,Betulaceae,Betula,Deciduous,Betula nigra,Native,883361,106895, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,1024,6,FY,MFR,2.5,54,0,0,13.5,12,Yes,Alive,2,Good,Acacaj,6/5/24,0,0,River Birch
11/16/20,No,Quercus bicolor,PRIVATE,Fagaceae,Quercus,Deciduous,Quercus bicolor,Native,883389,106895, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,1017,6,FY,MFR,1.8,54,0,0,13,9.25,Yes,Alive,1,Good,Acacaj,6/5/24,0,0,Swamp White Oak
11/16/20,No,Carpinus caroliniana,PRIVATE,Betulaceae,Carpinus,Deciduous,Carpinus caroliniana,Native,883398,106894, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,1015,6,FY,MFR,2.9,36,0,0,13,8,Yes,Alive,1,Good,Acacaj,6/5/24,0,0,American Hornbeam
11/19/20,No,Quercus bicolor,PRIVATE,Fagaceae,Quercus,Deciduous,Quercus bicolor,Native,883409,106895, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,1023,6,FY,MFR,2.5,34,0,0,14,9.25,No,Alive,1,Good,Acaj,6/5/24,0,0,Swamp White Oak
11/19/20,No,Ostrya virginiana,PRIVATE,Betulaceae,Ostrya,Deciduous,Ostrya virginiana,Native,883422,106879, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,1018,6,SY,MFR,1.3,54,0,0,11,6.5,Yes,Alive,1,Good,Acacaj,6/5/24,0,0,Eastern Hophornbeam
10/27/20,Yes,Koelreuteria paniculata,PUBLIC,Sapindaceae,Koelreuteria,Deciduous,Koelreuteria paniculata,Non Native,884298,107692, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,317,11,SP,INST,1.7,54,0,0,8.7,3.5,No,Alive,2,Fair,ML TH JRK,6/11/24,0,0,Goldenrain Tree
10/26/20,No,Betula nigra,PUBLIC,Betulaceae,Betula,Deciduous,Betula nigra,Native,884110,108253, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,132,12,OM,SFR-A,3.5,36,0,0,9.5,13.5,Yes,Alive,1,Good,ML TH JRK,6/11/24,0,0,River Birch
10/26/20,No,Quercus bicolor,PUBLIC,Fagaceae,Quercus,Deciduous,Quercus bicolor,Native,884098,108257, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,133,12,OM,SFR-A,1.7,34,0,0,8,7,No,Alive,1,Fair,ML TH JRK,6/11/24,0,0,Swamp White Oak
10/26/20,No,Quercus bicolor,PUBLIC,Fagaceae,Quercus,Deciduous,Quercus bicolor,Native,884090,108245, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,137,12,OM,SFR-A,2,30,0,0,9.6,6.25,No,Alive,1,Good,ML TH JRK,6/11/24,0,0,Swamp White Oak
10/22/20,Yes,Carpinus betulus 'Frans Fontaine',PRIVATE,Betulaceae,Carpinus,Deciduous,Carpinus betulus,Non Native,882881,107499, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,969,4,OM,IND,2,21,0,0,8.7,7,Yes,Alive,1,Fair,TH QCM,6/12/24,0,0,European Hornbeam
11/9/20,No,Cornus kousa,PRIVATE,Cornaceae,Cornus,Deciduous,Cornus kousa,Non Native,882831,107615, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,981,4,OM,IND,4.9,34,0,0,11.4,12,Yes,Alive,1,Good,TH QCM,6/12/24,0,0,Kousa Dogwood
11/9/20,No,Cornus kousa,PRIVATE,Cornaceae,Cornus,Deciduous,Cornus kousa,Non Native,882835,107618, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,970,4,OM,IND,5.7,28,0,0,13,14.5,No,Alive,1,Good,TH QCM,6/12/24,0,0,Kousa Dogwood
11/17/20,No,Carpinus betulus 'Frans Fontaine',PUBLIC,Betulaceae,Carpinus,Deciduous,Carpinus betulus,Non Native,884066,108288, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,134,12,OM,V,1.3,54,0,0,10,7,No,Alive,1,Good,ML JRK TH,6/11/24,0,0,European Hornbeam
11/17/20,No,Carpinus betulus 'Frans Fontaine',PUBLIC,Betulaceae,Carpinus,Deciduous,Carpinus betulus,Non Native,884057,108281, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,130,12,OM,V,2.6,6,0,0,9.7,5,No,Alive,2,Good,ML TH JRK,6/11/24,0,0,European Hornbeam
11/17/20,No,Carpinus betulus 'Frans Fontaine',PUBLIC,Betulaceae,Carpinus,Deciduous,Carpinus betulus,Non Native,884048,108274, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,136,12,OM,V,2.2,6,0,0,8.2,4,No,Alive,1,Good,ML TH JRK,6/11/24,0,0,European Hornbeam
11/17/20,No,Carpinus betulus 'Frans Fontaine',PUBLIC,Betulaceae,Carpinus,Deciduous,Carpinus betulus,Non Native,884040,108256, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,138,12,OM,V,2,20,0,0,9.4,4,No,Alive,1,Good,ML TH JRK,6/11/24,0,0,European Hornbeam
11/17/20,No,Aesculus hippocastanum 'Baumannii',PUBLIC,Sapindaceae,Aesculus,Deciduous,Aesculus hippocastanum,Non Native,884048,108244, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,131,12,OM,V,1.6,43,0,0,7.2,3.5,No,Alive,1,Fair,ML TH JRK,6/11/24,0,0,Common Horsechestnut
11/17/20,No,Aesculus hippocastanum 'Baumannii',PUBLIC,Sapindaceae,Aesculus,Deciduous,Aesculus hippocastanum,Non Native,884074,108254, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,135,12,OM,V,1.2,47,0,0,8.5,4,No,Alive,1,Fair,ML TH JRK,6/11/24,0,0,Common Horsechestnut
5/19/21,Yes,Cercis canadensis,PUBLIC,Fabaceae,Cercis,Deciduous,Cercis canadensis,Native,885229,108750, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,284,20,MP,MP,3.1,36,0,0,12.5,10.5,No,Alive,1,Good,JA_JRK_JHK,6/3/24,0,0,Eastern Redbud
4/15/21,Yes,Quercus bicolor,PUBLIC,Fagaceae,Quercus,Deciduous,Quercus bicolor,Native,885262,108633, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,94,20,MP,MP,2.3,18,0,0,12.5,10,No,Alive,1,Good,JA_JRK_JHK,6/3/24,0,0,Swamp White Oak
4/21/21,Yes,Prunus serrulata 'Kwanzan',PUBLIC,Rosaceae,Prunus,Deciduous,Prunus serrulata,Non Native,885145,108327, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,326,22,SC,SFR-D,2.8,45,0,0,10.8,7.5,No,Alive,1,Good,"EGB, TH, QCM",6/3/24,0,0,Japanese Flowering Cherry
4/28/21,No,Malus spp.,PRIVATE,Rosaceae,Malus,Deciduous,Malus spp.,Non Native,883292,106697, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,1036,5,BY,MFR,1.6,47,0,0,6.5,7.25, ,Alive,1,Fair,ACACJRK,6/10/24,0,0,Apple
7/12/21,No,Zelkova serrata 'Musashino',PUBLIC,Ulmaceae,Zelkova,Deciduous,Zelkova serrata,Non Native,884664,108297, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,426,24,SC,COMM,3.5,38,0,0,15,12.75,No,Alive,1,Good,AN AC KA,6/3/24,0,0,Japanese Zelkova
4/30/21,No,Tilia americana 'Redmond',PUBLIC,Malvaceae,Tilia,Deciduous,Tilia americana,Native,884477,107939, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,432,19,SP,SFR-D,1.2,54,0,0,7.9,4.75,No,Alive,1,Good,EGB QCN TH,6/10/24,0,0,American Basswood
5/17/21,No,Celtis occidentalis PRAIRIE SENTINEL 'JFS-KSU1',PRIVATE,Cannabaceae,Celtis,Deciduous,Celtis occidentalis,Native,882895,107389, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,948,4,OM,IND,2.1,19,0,0,15,5,No,Alive,1,Good,JAJHKAEC,6/12/24,0,0,Common Hackberry
5/17/21,No,Celtis occidentalis PRAIRIE SENTINEL 'JFS-KSU1',PRIVATE,Cannabaceae,Celtis,Deciduous,Celtis occidentalis,Native,882881,107397, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,977,4,OM,IND,1.8,18,0,0,11,3.5,No,Alive,1, ,JAJHKAEC,6/12/24,0,0,Common Hackberry
5/17/21,No,Celtis occidentalis PRAIRIE SENTINEL 'JFS-KSU1',PRIVATE,Cannabaceae,Celtis,Deciduous,Celtis occidentalis,Native,882890,107392, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,961,4,OM,IND,2.4,20,0,0,14,4,No,Alive,1,Good,JAJHKAEC,6/12/24,0,0,Common Hackberry
5/17/21,No,Celtis occidentalis PRAIRIE SENTINEL 'JFS-KSU1',PRIVATE,Cannabaceae,Celtis,Deciduous,Celtis occidentalis,Native,882886,107394, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,958,4,OM,IND,1.7,16,0,0,12,2,No,Alive,2,Good,JAJHKAEC,6/12/24,0,0,Common Hackberry
5/19/21,No,Zelkova serrata CITY SPRITE 'JFS-KW1',PRIVATE,Ulmaceae,Zelkova,Deciduous,Zelkova serrata,Non Native,882868,107402, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,964,4,OM,IND,2.1,54,0,0,11,6.5,No,Alive,1,Good,JAJHKAEC,6/12/24,0,0,Japanese Zelkova
5/19/21,No,Zelkova serrata CITY SPRITE 'JFS-KW1',PRIVATE,Ulmaceae,Zelkova,Deciduous,Zelkova serrata,Non Native,882861,107406, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,982,4,OM,IND,2.5,50,0,0,13,8,No,Alive,1,Good,JAJHKAEC,6/12/24,0,0,Japanese Zelkova
5/19/21,No,Zelkova serrata 'Kiwi Sunset',PRIVATE,Ulmaceae,Zelkova,Deciduous,Zelkova serrata,Non Native,882820,107426, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,973,4,OM,IND,3.2,54,0,0,17,19,No,Alive,1,Good,JAJHKAEC,6/12/24,0,0,Japanese Zelkova
10/1/21,No,Liriodendron tulipifera,PRIVATE,Magnoliaceae,Liriodendron,Deciduous,Liriodendron tulipifera,Native,884078,107693, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,1046,10,BY,SFR-D,0,0,0,0,0,0, ,Alive,1, ,AN KS QCM,6/11/24,0,0,Tulip Tree
9/27/21,Yes,Nyssa sylvatica,PRIVATE,Nyssaceae,Nyssa,Deciduous,Nyssa sylvatica,Native,883058,106884, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,934,5,FY,MFR,1.8,54,0,0,11.5,6.5,No,Alive,1,Good,ACACJRK,6/10/24,0,0,Black Tupelo
10/18/21,No,Taxodium distichum,PUBLIC,Cupressaceae,Taxodium,Deciduous,Taxodium distichum,Non Native,884638,108698, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,243,21,SC,INST,2.3,54,0,0,10,7,No,Alive,1,Good,NG,6/3/24,0,0,Bald Cypress
10/18/21,No,Taxodium distichum,PUBLIC,Cupressaceae,Taxodium,Deciduous,Taxodium distichum,Non Native,884670,108653, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,242,21,SC,INST,2,54,0,0,12,6,No,Alive,2,Good,NG,6/3/24,0,0,Bald Cypress
10/18/21,No,Taxodium distichum,PUBLIC,Cupressaceae,Taxodium,Deciduous,Taxodium distichum,Non Native,884654,108675, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,241,21,SC,INST,2.3,50,0,0,12,5,No,Alive,2,Good,NG,6/3/24,0,0,Bald Cypress
10/18/21,No,Platanus x acerifolia 'Bloodgood',PUBLIC,Platanaceae,Platanus,Deciduous,Platanus x acerifolia,Non Native,884662,108664, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,240,21,SC,INST,2.7,54,0,0,19,9,No,Alive,1,Good,NG,6/3/24,0,0,London Planetree
10/18/21,No,Platanus x acerifolia 'Bloodgood',PUBLIC,Platanaceae,Platanus,Deciduous,Platanus x acerifolia,Non Native,884646,108686, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,244,21,SC,INST,2.5,54,0,0,21,10,No,Alive,1,Good,NG,6/3/24,0,0,London Planetree
10/21/21,No,Taxodium distichum,PUBLIC,Cupressaceae,Taxodium,Deciduous,Taxodium distichum,Non Native,884344,108463, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,91,23,SC,MP,2.3,54,0,0,12,5.75,No,Alive,1,Good,KSACAN,6/3/24,0,0,Bald Cypress
10/21/21,No,Taxodium distichum,PUBLIC,Cupressaceae,Taxodium,Deciduous,Taxodium distichum,Non Native,884337,108472, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,92,23,SC,MP,2.1,54,0,0,12,6.5,No,Alive,1,Good,KSACAN,6/3/24,0,0,Bald Cypress
9/27/21,No,Quercus rubra,PRIVATE,Fagaceae,Quercus,Deciduous,Quercus rubra,Native,883086,106858, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,937,5,BY,MFR,1.2,54,0,0,13.5,9.25,No,Alive,1,Good,ACACJRK,6/10/24,0,0,Northern Red Oak
9/27/21,No,Amelanchier x grandiflora 'Autumn Brilliance',PRIVATE,Rosaceae,Amelanchier,Deciduous,Amelanchier x grandiflora,Native,883076,106865, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,936,5,BY,MFR,0.9,54,0,0,10,5,No,Alive,1,Fair,ACACJRK,6/10/24,0,0,Apple Serviceberry
9/27/21,No,Tilia cordata GREENSPIRE 'PNI 6025',PRIVATE,Malvaceae,Tilia,Deciduous,Tilia cordata,Non Native,883071,106879, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,938,5,SY,MFR,1.7,51,0,0,12.5,3,No,Alive,1,Good,ACACJRK,6/10/24,0,0,Littleleaf Linden
10/26/21,No,Amelanchier x grandiflora 'Autumn Brilliance',PRIVATE,Rosaceae,Amelanchier,Deciduous,Amelanchier x grandiflora,Native,884564,108054, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,1045,19,BY,SFR-A,0,0,0,0,0,0, ,Alive,1, ,EGB QCN TH,6/10/24,0,0,Apple Serviceberry
10/29/21,No,Cercidiphyllum japonicum HANNAH'S HEART 'Biringer',PRIVATE,Cercidiphyllaceae,Cercidiphyllum,Deciduous,Cercidiphyllum japonicum,Non Native,884172,108080, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,988,12,SY,INST,0,0,0,0,9.6,0, ,Alive,1,Good,ML TH JRK,6/11/24,0,0,Katsura Tree
10/29/21,No,Cercidiphyllum japonicum HANNAH'S HEART 'Biringer',PRIVATE,Cercidiphyllaceae,Cercidiphyllum,Deciduous,Cercidiphyllum japonicum,Non Native,884184,108088, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,992,12,SY,INST,0,0,0,0,9.9,0, ,Alive,1,Good,ML TH JRK,6/11/24,0,0,Katsura Tree
10/29/21,No,Tilia cordata CORINTHIAN 'Corzam',PRIVATE,Malvaceae,Tilia,Deciduous,Tilia cordata,Non Native,884164,108083, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,989,12,SY,INST,0,0,0,0,10.1,0, ,Alive,1,Good,ML TH JRK,6/11/24,0,0,Littleleaf Linden
10/29/21,No,Tilia cordata CORINTHIAN 'Corzam',PRIVATE,Malvaceae,Tilia,Deciduous,Tilia cordata,Non Native,884159,108090, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,993,12,SY,INST,0,0,0,0,9.8,0, ,Alive,1,Good,ML TH JRK,6/11/24,0,0,Littleleaf Linden
10/29/21,No,Betula nigra HERITAGE 'Cully',PRIVATE,Betulaceae,Betula,Deciduous,Betula nigra,Native,884160,108099, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,991,12,SY,INST,0,0,0,0,10,0, ,Alive,1,Good,ML TH JRK,6/11/24,0,0,River Birch
10/29/21,No,Betula nigra HERITAGE 'Cully',PRIVATE,Betulaceae,Betula,Deciduous,Betula nigra,Native,884166,108105, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,990,12,SY,INST,0,0,0,0,9.9,0, ,Alive,1,Good,ML TH JRK,6/11/24,0,0,River Birch
11/5/21,No,Acer griseum,PRIVATE,Sapindaceae,Acer,Deciduous,Acer griseum,Non Native,884081,107722, ,NA,NA,0,NA,0,0,NA,NA,0,0,0,920,10,BY,SFR-D,0.8,54,0,0,8.2,3,No,Alive,1,Good,AN KS QCM,6/11/24,0,0,Paperbark Maple
