DATEPLANTE,REPLACEMEN,Cultivar,Pub_Priv,Family,Genus,Deciduous,Species,Native_Sta,lat,long,Observe_17,StTp_17,LUse_17,DBH1_17,DBH2_17,Hgt_17,Wth_17,M_17,BSp_17,V_17,HERO2017,unique,NewTreeID,area,StTp_24,LUse_24,DBH1_24,DBH1H_24,DBH2_24,DBH2H_24,Hgt_24,Wth_24,BSp_24,M_24,V_24,Con_24,Crew_24,Date_24,DBH1H_17,DBH2H_17,commonName
6/2/15, ,Syringa reticulata,PUBLIC,Oleaceae,Syringa,Deciduous,Syringa reticulata,Non Native,883115,106744,5/1/17,SP,SFR,1,NA,10.33333333,2.708333333, , ,0,1,1,52,5,FY,MFR,2.1,49,0,0,9,6.5,No,Alive,2,Fair,ACACJRK,6/10/24,54,0,Japanese Tree Lilac
10/13/15, ,Maackia amurensis,PUBLIC,Fabaceae,Maackia,Deciduous,Maackia amurensis,Non Native,882701,106948,6/1/17,SP,SFR,1.71,NA,6,2.458333333,A,N,3,1,1,25,3, , ,0,0,0,0,0,0, ,Unknown, , , , ,32,0,Amur Maackia
6/3/16, ,Prunus cerasifera 'Krauter Vesuvius',PUBLIC,Rosaceae,Prunus,Deciduous,Prunus cerasifera,Non Native,884599,107856,5/30/17,SP,SFR,0.7,NA,7.5,3.5,A,N,1,1,1,26,19,SP,SFR-D,4.5,28,0,0,13,13.5,No,Alive,1,Good,"QCM, TH, EGB",6/10/24,29,0,Cherry Plum
4/28/16, ,Liriodendron tulipifera,PUBLIC,Magnoliaceae,Liriodendron,Deciduous,Liriodendron tulipifera,Native,884424,107801,5/30/17,SP,SFR,1.3,NA,12,5.895833333,A,N,1,1,1,46,11,SP,SFR-D,4.1,54,0,0,24,13,No,Alive,1,Good,EGB QCN TH,6/10/24,54,0,Tulip Tree
4/28/16, ,Platanus x acerifolia 'Bloodgood',PUBLIC,Platanaceae,Platanus,Deciduous,Platanus x acerifolia,Non Native,884416,107796,5/30/17,SP,MFR,1.2,NA,11,4.604166667,A,N,1,1,1,45,11,SP,SFR-D,3.2,54,0,0,13,12.5,No,Alive,1,Good,EGB QCN TH,6/10/24,54,0,London Planetree
5/2/16, ,Tilia cordata,PUBLIC,Malvaceae,Tilia,Deciduous,Tilia cordata,Non Native,884404,107787,5/30/17,SP,SFR,1.14,NA,11,7.708333333,A,N,1,1,1,47,11,SP,SFR-D,3.9,25,0,0,14,9,No,Alive,1,Good,EGB QCN TH,6/10/24,54,0,Littleleaf Linden
4/27/16, ,Acer x freemanii 'Armstrong',PUBLIC,Sapindaceae,Acer,Deciduous,Acer x freemanii,Non Native,884987,108350,6/5/17,SP,IND,1.62,NA,12.5,4.416666667,A,N,0,1,1,224,22,OM,IND,7.3,34,0,0,28,10.5,No,Alive,1,Good,TH EGB QCM,6/3/24,54,0,Freeman Maple
4/27/16, ,Acer x freemanii 'Armstrong',PUBLIC,Sapindaceae,Acer,Deciduous,Acer x freemanii,Non Native,884976,108365,6/5/17,SP,IND,1.73,NA,13,3.625,A,N,1,1,1,225,22,OM,IND,7.1,54,0,0,27.8,13,No,Alive,1,Good,TH EGB QCM,6/3/24,54,0,Freeman Maple
5/3/16, ,Tilia cordata,PUBLIC,Malvaceae,Tilia,Deciduous,Tilia cordata,Non Native,883255,107107,5/1/17,SP,SFR,1,NA,10,3.5,A,N,2,1,1,4,5,SP,MFR,5,32,0,0,14.5,8.5,No,Alive,3,Poor,ACACJRK,6/10/24,54,0,Littleleaf Linden
5/15/15, ,Liriodendron tulipifera,PRIVATE,Magnoliaceae,Liriodendron,Deciduous,Liriodendron tulipifera,Native,884233,108335,6/20/17,SP,INST,1.2,NA,10.5,4.75,A,N,1,1,1,790,18,MP,MP,7.5,54,0,0,32.3,19,No,Alive,1,Good,TH JHK AEC,6/7/24,54,0,Tulip Tree
5/18/15, ,Liriodendron tulipifera,PRIVATE,Magnoliaceae,Liriodendron,Deciduous,Liriodendron tulipifera,Native,884221,108352,6/20/17,SP,INST,1.2,NA,9.5,4.333333333,A,N,1,1,1,789,18,MP,MP,4.2,1,0,0,8,5.75,Yes,Alive,1,Good,TH JHK AEC,6/7/24,54,0,Tulip Tree
5/18/15, ,Liriodendron tulipifera,PRIVATE,Magnoliaceae,Liriodendron,Deciduous,Liriodendron tulipifera,Native,884222,108326,6/20/17,SP,INST,1.7,NA,14.5,8,A,N,1,1,1,788,18,MP,MP,7.6,54,0,0,34.3,17.5,No,Alive,1,Good,TH JHK AEC,6/7/24,54,0,Tulip Tree
5/18/15, ,Acer rubrum,PRIVATE,Sapindaceae,Acer,Deciduous,Acer rubrum,Native,884228,108330,6/20/17,SP,INST,1.21,NA,11.5,7.166666667,A,N,2,1,1,791,18,MP,MP,5.1,50,0,0,26.5,15.5,No,Alive,1,Good,TH JHK AEC,6/7/24,54,0,Red Maple
5/20/15, ,Amelanchier canadensis,PUBLIC,Rosaceae,Amelanchier,Deciduous,Amelanchier canadensis,Native,882873,107008,6/1/17,SC,MFR,0.81,NA,10,6,A,Y,1,1,1,9,3,SP,MFR,3.1,54,0,0,14,14,Yes,Alive,1,Good,ACKSJRK,6/12/24,54,0,Canadian Serviceberry
5/15/15, ,Liriodendron tulipifera,PRIVATE,Magnoliaceae,Liriodendron,Deciduous,Liriodendron tulipifera,Native,883546,108028,6/12/17,OM,IND,1,NA,8.5,4.25,A,N,1,1,1,767,10,OM,IND,4.2,54,0,0,28,14,No,Alive,1,Good,AN KS JHK,6/10/24,54,0,Tulip Tree
5/15/15, ,Liriodendron tulipifera,PRIVATE,Magnoliaceae,Liriodendron,Deciduous,Liriodendron tulipifera,Native,883552,108022,6/12/17,OM,IND,0.97,NA,10,4.75,A,N,1,1,1,765,10,OM,IND,5.3,50,0,0,25,16,No,Alive,1,Good,AN KS JHK,6/10/24,54,0,Tulip Tree
5/15/15, ,Liriodendron tulipifera,PRIVATE,Magnoliaceae,Liriodendron,Deciduous,Liriodendron tulipifera,Native,883603,108062,6/12/17,OM,IND,0.87,NA,7,5.166666667,A,Y,1,1,1,760,10,OM,IND,4.9,54,0,0,25,15.5,No,Alive,1,Good,AN KS JHK,6/10/24,54,0,Tulip Tree
5/15/15, ,Liriodendron tulipifera,PRIVATE,Magnoliaceae,Liriodendron,Deciduous,Liriodendron tulipifera,Native,883560,108027,6/12/17,OM,IND,1.15,NA,10.5,5.333333333,A,Y,1,1,1,768,10,OM,IND,8.3,33,0,0,32,22,Yes,Alive,1,Good,AN KS JHK,6/10/24,54,0,Tulip Tree
5/15/15, ,Liriodendron tulipifera,PRIVATE,Magnoliaceae,Liriodendron,Deciduous,Liriodendron tulipifera,Native,883567,108034,6/12/17,OM,IND,1,NA,8,5.5,A,N,1,1,1,762,10,OM,IND,8.5,31,0,0,29,22,No,Alive,1,Good,AN KS JHK,6/10/24,54,0,Tulip Tree
5/15/15, ,Liriodendron tulipifera,PRIVATE,Magnoliaceae,Liriodendron,Deciduous,Liriodendron tulipifera,Native,883576,108040,6/12/17,OM,IND,0.92,NA,9.5,5.291666667,A,N,1,1,1,749,10,OM,IND,6.5,27,0,0,26,16,Yes,Alive,1,Good,AN KS JHK,6/10/24,54,0,Tulip Tree
5/15/15, ,Liriodendron tulipifera,PRIVATE,Magnoliaceae,Liriodendron,Deciduous,Liriodendron tulipifera,Native,883583,108046,6/12/17,OM,IND,1.1,NA,10,5.25,A,N,1,1,1,766,10,OM,IND,4.7,28,0,0,25,12.5,No,Alive,1,Good, ,6/10/24,54,0,Tulip Tree
5/15/15, ,Liriodendron tulipifera,PRIVATE,Magnoliaceae,Liriodendron,Deciduous,Liriodendron tulipifera,Native,883590,108052,6/12/17,OM,IND,0.95,NA,10,5.541666667,A,N,1,1,1,759,10,OM,IND,4.7,54,0,0,23,15.25,No,Alive,1,Good,AN KS JHK,6/10/24,54,0,Tulip Tree
5/15/15, ,Liriodendron tulipifera,PRIVATE,Magnoliaceae,Liriodendron,Deciduous,Liriodendron tulipifera,Native,883596,108057,6/12/17,OM,IND,0.95,NA,10,5.041666667,A,Y,1,1,1,750,10,OM,IND,4.8,50,0,0,22,16,No,Alive,1,Good,AN KS JHK,6/10/24,54,0,Tulip Tree
5/15/15, ,Liriodendron tulipifera,PRIVATE,Magnoliaceae,Liriodendron,Deciduous,Liriodendron tulipifera,Native,883610,108067,6/12/17,OM,IND,1,NA,10,5.75,A,N,1,1,1,763,10,OM,IND,4.1,33,0,0,19,8,Yes,Alive,3,Fair,AN KS JHK,6/10/24,54,0,Tulip Tree
5/21/15, ,Carpinus caroliniana,PRIVATE,Betulaceae,Carpinus,Deciduous,Carpinus caroliniana,Native,883558,108037,6/12/17,OM,IND,1.2,NA,10,6.041666667,A,Y,1,1,1,747,10,OM,IND,4.1,18,0,0,14,15.75,No,Alive,1,Good,AN KS JHK,6/10/24,54,0,American Hornbeam
5/21/15, ,Ostrya virginiana,PRIVATE,Betulaceae,Ostrya,Deciduous,Ostrya virginiana,Native,883566,108043,6/12/17,OM,IND,1.15,NA,11,4.75,A,N,1,1,1,745,10,OM,IND,3.9,36,0,0,16,15.25,No,Alive,1,Good,AN KS JHK,6/10/24,54,0,Eastern Hophornbeam
5/21/15, ,Carpinus caroliniana,PRIVATE,Betulaceae,Carpinus,Deciduous,Carpinus caroliniana,Native,883574,108050,6/12/17,OM,IND,1,NA,11,5.958333333,A,N,1,1,1,758,10,OM,IND,3.7,18,0,0,13,15,Yes,Alive,1,Good,AN KS JHK,6/10/24,54,0,American Hornbeam
5/21/15, ,Ostrya virginiana,PRIVATE,Betulaceae,Ostrya,Deciduous,Ostrya virginiana,Native,883581,108055,6/12/17,OM,IND,0.97,NA,10.5,4.333333333,A,N,1,1,1,748,10,OM,IND,4.1,24,0,0,19,12.25,No,Alive,1,Good,AN KS JHK,6/10/24,54,0,Eastern Hophornbeam
5/21/15, ,Carpinus caroliniana,PRIVATE,Betulaceae,Carpinus,Deciduous,Carpinus caroliniana,Native,883588,108059,6/12/17,OM,IND,1.04,NA,10,4.208333333,A,Y,2,1,1,744,10,OM,IND,2.9,24,0,0,11,8.75,Yes,Alive,1,Good,AN KS JHK,6/10/24,54,0,American Hornbeam
5/21/15, ,Ostrya virginiana,PRIVATE,Betulaceae,Ostrya,Deciduous,Ostrya virginiana,Native,883595,108064,6/12/17,OM,IND,0.8,NA,9,4.25,A,N,1,1,1,756,10,OM,IND,4.1,32,0,0,15,13,No,Alive,1,Good,AN KS JHK,6/10/24,54,0,Eastern Hophornbeam
5/21/15, ,Carpinus caroliniana,PRIVATE,Betulaceae,Carpinus,Deciduous,Carpinus caroliniana,Native,883602,108069,6/12/17,OM,IND,1.2,NA,10,5.25,A,Y,1,1,1,770,10,OM,IND,4.2,20,0,0,13,9.5,No,Alive,1,Good,AN KS JHK,6/10/24,54,0,American Hornbeam
5/14/15, ,Liquidambar styraciflua,PRIVATE,Altingiaceae,Liquidambar,Deciduous,Liquidambar styraciflua,Native,883505,108109,6/12/17,OM,IND,0.9,NA,8,3.291666667,A,Y,1,1,1,752,10,OM,IND,5.7,23,0,0,21,16,Yes,Alive,1,Good,AN KS JHK,6/10/24,54,0,American Sweetgum
5/14/15, ,Liquidambar styraciflua,PRIVATE,Altingiaceae,Liquidambar,Deciduous,Liquidambar styraciflua,Native,883512,108114,6/12/17,OM,IND,0.95,NA,8,2.166666667,A,Y,1,1,1,769,10,OM,IND,1.8,29,0,0,0,5.5,No,Alive,1,Fair,AN KS JHK,6/10/24,54,0,American Sweetgum
5/14/15, ,Liquidambar styraciflua,PRIVATE,Altingiaceae,Liquidambar,Deciduous,Liquidambar styraciflua,Native,883523,108122,6/12/17,OM,IND,1,NA,8,2.5,A,Y,2,1,1,755,10,OM,IND,5.6,40,0,0,21,13,No,Alive,1,Good,AN KS JHK,6/10/24,54,0,American Sweetgum
5/14/15, ,Liquidambar styraciflua,PRIVATE,Altingiaceae,Liquidambar,Deciduous,Liquidambar styraciflua,Native,883535,108131,6/12/17,OM,IND,1,NA,8.5,2.708333333,A,Y,2,1,1,753,10,OM,IND,0,0,0,0,0,0, ,Alive, , ,AN,6/10/24,54,0,American Sweetgum
5/14/15, ,Liquidambar styraciflua,PRIVATE,Altingiaceae,Liquidambar,Deciduous,Liquidambar styraciflua,Native,883555,108146,6/12/17,OM,IND,0.95,NA,8,2.833333333,A,N,1,1,1,757,10,OM,IND,5.8,32,0,0,22,15.5,No,Alive,1,Good,AN KS JHK,6/10/24,48,0,American Sweetgum
6/1/15, ,Acer x freemanii 'Armstrong',PUBLIC,Sapindaceae,Acer,Deciduous,Acer x freemanii,Non Native,883200,107107,5/1/17,SP,MFR,2,NA,18,9.75,A,N,1,1,1,5,5,SP,MFR,8.5,39,0,0,39.5,11.25,No,Alive,1,Good,ACACJRK,6/10/24,54,0,Freeman Maple
6/1/15, ,Acer x freemanii 'Armstrong',PUBLIC,Sapindaceae,Acer,Deciduous,Acer x freemanii,Non Native,883196,107106,5/1/17,SP,MFR,1.95,NA,18,9.041666667,A,N,1,1,1,6,5,SP,MFR,6.7,54,0,0,35,12.5,No,Alive,1,Good,ACACJRK,6/10/24,54,0,Freeman Maple
6/2/15, ,Acer saccharum,PUBLIC,Sapindaceae,Acer,Deciduous,Acer saccharum,Native,883038,106802,6/1/17,SP,SFR,1.46,NA,11,5.3125,A,N,1,1,1,62,5,SP,SFR-D,7.9,34,0,0,28.5,22,No,Alive,1,Good,ACACJRK,6/10/24,44,0,Sugar Maple
6/2/15, ,Syringa reticulata,PUBLIC,Oleaceae,Syringa,Deciduous,Syringa reticulata,Non Native,883161,107003,5/1/17,SP,SFR,0.7,NA,7.5,3.666666667,A,N,2,1,1,53,5,SP,SFR-D,1.2,54,0,0,8.5,5.5,No,Alive,2,Fair,ACACJRK,6/10/24,54,0,Japanese Tree Lilac
6/2/15, ,Syringa reticulata,PUBLIC,Oleaceae,Syringa,Deciduous,Syringa reticulata,Non Native,883161,107000,5/1/17,SP,SFR,1.05,NA,9,4.041666667,A,N,1,1,1,54,5,SP,SFR-D,0.9,54,0,0,6.25,3.5,Yes,Alive,3,Poor,ACACJRK,6/10/24,49,0,Japanese Tree Lilac
6/2/15, ,Amelanchier canadensis,PUBLIC,Rosaceae,Amelanchier,Deciduous,Amelanchier canadensis,Native,883114,106739,5/1/17,SP,SFR,0.9,NA,9,4.958333333,A,N,1,1,1,51,5,SP,MFR,2.9,29,0,0,10,13,Yes,Alive,1,Good,ACACJRK,6/10/24,33,0,Canadian Serviceberry
6/4/15, ,Ginkgo biloba,PRIVATE,Ginkgoaceae,Ginkgo,Deciduous,Ginkgo biloba,Non Native,883717,108717,6/5/17,FY,MFR,1.09,NA,9.5,4.625,A,N,2,1,1,707,9,FY,MFR,2.8,54,0,0,14.5,13,No,Alive,1,Good,AN QNK JRK,6/7/24,54,0,Ginkgo
6/4/15, ,Ginkgo biloba,PRIVATE,Ginkgoaceae,Ginkgo,Deciduous,Ginkgo biloba,Non Native,883701,108731,6/5/17,BY,MFR,1.2,NA,9.5,5.625,A,N,1,1,1,708,9,SC,MFR,4.8,54,0,0,22,18.5,No,Alive,1,Good,AN_QNK_JRK,6/7/24,54,0,Ginkgo
6/4/15, ,Acer rubrum 'Bowhall',PRIVATE,Sapindaceae,Acer,Deciduous,Acer rubrum,Native,883717,108690,6/5/17,BY,MFR,1.32,NA,11,5.666666667,A,N,1,1,1,723,9,BY,MFR,4.3,35,0,0,19,9.75,No,Alive,1,Good,AN QNK JRK,6/7/24,54,0,Red Maple
6/4/15, ,Acer rubrum 'Bowhall',PRIVATE,Sapindaceae,Acer,Deciduous,Acer rubrum,Native,883719,108689,6/5/17,BY,MFR,1.39,NA,12,4.458333333,A,N,1,1,1,725,9,BY,MFR,5.1,44,0,0,21.5,11.5,No,Alive,1,Good,AN QNK JRK,6/7/24,54,0,Red Maple
6/4/15, ,Carpinus betulus 'Fastigiata' ('Pyramidalis'),PRIVATE,Betulaceae,Carpinus,Deciduous,Carpinus betulus,Non Native,883729,108681,6/5/17,BY,MFR,1.35,NA,12,2.791666667,A,N,1,1,1,727,9,BY,MFR,3.4,54,0,0,20.5,10,No,Alive,1,Good,AN QNK JRK,6/7/24,54,0,European Hornbeam
6/4/15, ,Carpinus betulus 'Fastigiata' ('Pyramidalis'),PRIVATE,Betulaceae,Carpinus,Deciduous,Carpinus betulus,Non Native,883730,108683,6/5/17,BY,MFR,1.24,NA,11.5,3,A,N,1,1,1,726,9,BY,MFR,4,54,0,0,22.5,7.75,No,Alive,1,Good,AN QNK JRK,6/7/24,54,0,European Hornbeam
6/4/15, ,Carpinus betulus 'Fastigiata' ('Pyramidalis'),PRIVATE,Betulaceae,Carpinus,Deciduous,Carpinus betulus,Non Native,883731,108684,6/5/17,BY,MFR,1.31,NA,11.5,3.291666667,A,N,1,1,1,728,9,BY,MFR,3.9,54,0,0,26,11.5,No,Alive,1,Good,AN QNK JRK,6/7/24,54,0,European Hornbeam
6/12/15, ,Syringa reticulata,PUBLIC,Oleaceae,Syringa,Deciduous,Syringa reticulata,Non Native,882805,106994,6/1/17,SP,SFR,1.09,NA,10,4.916666667,A,N,1,1,1,19,3,SP,SFR-D,2.8,50,0,0,8.5,8.75,No,Alive,1,Good,ACKSJRK,6/12/24,54,0,Japanese Tree Lilac
6/18/15, ,Ulmus spp.,PRIVATE,Ulmaceae,Ulmus,Deciduous,Ulmus spp.,Non Native,884020,108949,6/5/17,OM,IND,1.05,NA,10,6.583333333,A,N,1,1,1,793,16,OM,IND,6.9,34,0,0,21,28.5,No,Alive,1,Good,AN JK EGB,6/5/24,54,0,Elm
6/18/15, ,Ulmus spp.,PRIVATE,Ulmaceae,Ulmus,Deciduous,Ulmus spp.,Non Native,884011,108947,6/5/17,OM,IND,1.15,NA,9.5,7,A,N,1,1,1,794,16,OM,IND,6,54,0,0,21,26.75,No,Alive,1,Good,AN JK EGB,6/5/24,54,0,Elm
6/18/15, ,Ulmus spp.,PRIVATE,Ulmaceae,Ulmus,Deciduous,Ulmus spp.,Non Native,883955,108994,6/5/17,OM,IND,1.28,NA,10,6.083333333,A,N,1,1,1,804,16,OM,IND,7.1,46,0,0,23,35,No,Alive,1,Good,AN JK EGB,6/5/24,48,0,Elm
6/25/15, ,Quercus rubra,PRIVATE,Fagaceae,Quercus,Deciduous,Quercus rubra,Native,884065,108974,6/5/17,OM,IND,0.79,NA,6.5,2.833333333,A,N,1,1,1,803,16,OM,IND,3.8,47,0,0,10.5,13.5,No,Alive,1,Good,"JK, AN, EGB",6/5/24,54,0,Northern Red Oak
6/25/15, ,Platanus x acerifolia 'Bloodgood',PRIVATE,Platanaceae,Platanus,Deciduous,Platanus x acerifolia,Non Native,884063,108979,6/5/17,OM,IND,1,NA,9,3.625,A,N,2,1,1,796,16,OM,IND,4.8,54,0,0,19.5,16.5,No,Alive,1,Good,"JK, AN, EGB",6/5/24,54,0,London Planetree
6/25/15, ,Quercus rubra,PRIVATE,Fagaceae,Quercus,Deciduous,Quercus rubra,Native,884062,108985,6/5/17,OM,IND,1.7,NA,8,3.625,A,N,2,1,1,795,16,OM,IND,2.5,54,0,0,14.5,15,No,Alive,1,Good,"JK, AN, EGB",6/5/24,54,0,Northern Red Oak
6/25/15, ,Platanus x acerifolia 'Bloodgood',PRIVATE,Platanaceae,Platanus,Deciduous,Platanus x acerifolia,Non Native,884060,108990,6/5/17,OM,IND,0.99,NA,8.5,3.458333333,A,N,2,1,1,802,16,OM,IND,2.2,54,1.6,54,13.5,14.25,No,Alive,1,Good,"JK, AN, EGB",6/5/24,54,0,London Planetree
6/25/15, ,Quercus rubra,PRIVATE,Fagaceae,Quercus,Deciduous,Quercus rubra,Native,884058,108997,6/5/17,OM,IND,0.98,NA,9,3,A,N,2,1,1,800,16,OM,IND,4.1,39,2.3,39,25,14,No,Alive,1,Good,"JK, AN, EGB",6/5/24,54,0,Northern Red Oak
6/25/15, ,Cornus kousa,PRIVATE,Cornaceae,Cornus,Deciduous,Cornus kousa,Non Native,884051,109022,6/5/17,OM,IND,0.75,NA,5.5,3.041666667,A,N,2,1,1,799,16,OM,IND,3.2,20,0,0,7,9.4,No,Alive,1,Good,AN JK EGB,6/5/24,20,0,Kousa Dogwood
6/25/15, ,Cornus kousa,PRIVATE,Cornaceae,Cornus,Deciduous,Cornus kousa,Non Native,884049,109029,6/5/17,OM,IND,0.8,NA,5,2.458333333,A,N,2,1,1,798,16,OM,IND,1.5,15,1,15,7,9.6,Yes,Alive,1,Good,AN JK EGB,6/5/24,15,0,Kousa Dogwood
6/22/15, ,Amelanchier canadensis,PRIVATE,Rosaceae,Amelanchier,Deciduous,Amelanchier canadensis,Native,884205,108518,6/5/17,OM,INST,0.65,NA,9,2.791666667,A,N,2,1,1,477,17,OM,INST,2,32,0,0,10.8,11.25,No,Alive,1,Good,JK TH AC,6/7/24,54,0,Canadian Serviceberry
6/22/15, ,Amelanchier canadensis,PRIVATE,Rosaceae,Amelanchier,Deciduous,Amelanchier canadensis,Native,884201,108524,6/5/17,OM,INST,0.57,NA,9.5,1.875,A,N,2,1,1,503,17,OM,INST,1.6,29,0,0,8,6.5,No,Alive,1,Good,JK TH AC,6/7/24,54,0,Canadian Serviceberry
6/22/15, ,Cercis canadensis,PRIVATE,Fabaceae,Cercis,Deciduous,Cercis canadensis,Native,884178,108537,6/5/17,OM,INST,1.28,NA,10,6.958333333,A,N,1,1,1,495,17,OM,INST,6,47,0,0,17.4,21.25,No,Alive,1,Good,JK TH AC,6/7/24,50,0,Eastern Redbud
6/22/15, ,Cercis canadensis,PRIVATE,Fabaceae,Cercis,Deciduous,Cercis canadensis,Native,884170,108548,6/5/17,OM,INST,1.28,NA,10.5,6.375,A,N,1,1,1,535,17,OM,INST,2.4,43,0,0,11.1,8.5,No,Alive,3,Fair,JK TH AC,6/7/24,45,0,Eastern Redbud
6/24/15, ,Liquidambar styraciflua,PRIVATE,Altingiaceae,Liquidambar,Deciduous,Liquidambar styraciflua,Native,884224,108522,6/5/17,OM,INST,0.72,NA,7.5,2.708333333,A,N,1,1,1,504,17,OM,INST,3,30,0,0,11.7,5.5,No,Alive,1,Good,JK TH AC,6/7/24,54,0,American Sweetgum
6/24/15, ,Liquidambar styraciflua,PRIVATE,Altingiaceae,Liquidambar,Deciduous,Liquidambar styraciflua,Native,884233,108529,6/5/17,OM,INST,1,NA,7,3.25,A,N,1,1,1,511,17,OM,INST,4.2,22,0,0,15.6,10,No,Alive,1,Good,JK TH AC,6/7/24,54,0,American Sweetgum
6/24/15, ,Liquidambar styraciflua,PRIVATE,Altingiaceae,Liquidambar,Deciduous,Liquidambar styraciflua,Native,884243,108536,6/5/17,OM,INST,1.04,NA,9,3.25,A,N,1,1,1,500,17,OM,INST,4.2,31,0,0,16.5,10.25,No,Alive,1,Good,JK TH AC,6/7/24,54,0,American Sweetgum
6/25/15, ,Betula nigra,PRIVATE,Betulaceae,Betula,Deciduous,Betula nigra,Native,884213,108619,6/5/17,OM,INST,2.28,1.53,13.5,6.958333333,A,N,4,1,1,478,17,OM,MP,6.8,54,7.3,54,28.3,31,No,Alive,1,Good,JK TH AC,6/7/24,23,19,River Birch
6/25/15, ,Betula nigra,PRIVATE,Betulaceae,Betula,Deciduous,Betula nigra,Native,884201,108635,6/5/17,OM,INST,2.28,1.18,12,8.041666667,A,N,3,1,1,505,17,OM,MP,6,54,6.7,54,29.4,33.25,No,Alive,1,Good,JK TH AC,6/7/24,20,32,River Birch
4/30/15, ,Acer x freemanii 'Armstrong',PRIVATE,Sapindaceae,Acer,Deciduous,Acer x freemanii,Non Native,884315,108111,6/26/17,SP,INST,1.5,NA,14,8.833333333,A,N,1,1,1,687,18,MP,INST,3.3,54,0,0,27.3,9,No,Alive,1,Fair,TH JHK AEC,6/7/24,54,0,Freeman Maple
4/30/15, ,Acer x freemanii 'Armstrong',PRIVATE,Sapindaceae,Acer,Deciduous,Acer x freemanii,Non Native,884313,108113,6/26/17,SP,INST,1.52,NA,14,8.833333333,A,N,1,1,1,693,18,MP,INST,3.8,50,0,0,28,7,No,Alive,1,Good,TH JHK AEC,6/7/24,54,0,Freeman Maple
4/30/15, ,Acer x freemanii 'Armstrong',PRIVATE,Sapindaceae,Acer,Deciduous,Acer x freemanii,Non Native,884312,108115,6/26/17,SP,INST,1.5,NA,15,7,A,N,1,1,1,690,18,MP,INST,4.1,54,0,0,31.2,7.5,No,Alive,1,Good,TH JHK AEC,6/7/24,54,0,Freeman Maple
4/30/15, ,Quercus palustris GREEN PILLAR 'Pringreen',PRIVATE,Fagaceae,Quercus,Deciduous,Quercus palustris,Native,884351,108056,6/26/17,SP,INST,1.3,NA,13,4.5,A,N,1,1,1,697,19,OM,INST,5,19,0,0,25.6,8.5,No,Alive,1,Good,TH JHK AEC,6/7/24,54,0,Pin Oak
4/24/15, ,Prunus cerasifera 'Krauter Vesuvius',PUBLIC,Rosaceae,Prunus,Deciduous,Prunus cerasifera,Non Native,884521,107960,5/30/17,SP,SFR,2.12,NA,11,10.75,A,N,1,1,1,38,19,SP,SFR-D,7.1,35,0,0,12,13.5,No,Alive,2,Good,EGB QCN TH,6/10/24,38,0,Cherry Plum
5/6/15, ,Acer tataricum PATTERN PERFECT 'Patdell',PUBLIC,Sapindaceae,Acer,Deciduous,Acer tataricum,Non Native,884526,107953,5/30/17,SP,SFR,2.1,NA,10.5,11,A,N,1,1,1,37,19,SP,SFR-D,5.6,47,0,0,16.4,16.5,No,Alive,1,Good,EGB QCN TH,6/10/24,54,0,Tatarian Maple
4/24/15, ,Prunus cerasifera 'Krauter Vesuvius',PUBLIC,Rosaceae,Prunus,Deciduous,Prunus cerasifera,Non Native,884530,107948,5/30/17,SP,SFR,2.08,NA,10,9.458333333,A,N,1,1,1,39,19,SP,SFR-D,8.1,30,0,0,15.4,18,Yes,Alive,1,Fair,EGB QCN TH,6/10/24,37,0,Cherry Plum
4/22/15, ,Quercus palustris,PUBLIC,Fagaceae,Quercus,Deciduous,Quercus palustris,Native,884579,107883,5/30/17,SP,SFR,1.59,NA,9.5,6.5,A,N,1,1,1,36,19,SP,SFR-D,6.3,54,0,0,22,19,No,Alive,1,Good,TH AGB QCM,6/10/24,54,0,Pin Oak
4/22/15, ,Quercus palustris,PUBLIC,Fagaceae,Quercus,Deciduous,Quercus palustris,Native,884585,107893,5/30/17,SP,SFR,1.81,NA,13.5,8.583333333,A,N,1,1,1,33,19,SP,SFR-D,7.8,54,0,0,32.5,20,No,Alive,1,Good,EGB QCM TH,6/10/24,54,0,Pin Oak
4/27/15, ,Betula nigra,PUBLIC,Betulaceae,Betula,Deciduous,Betula nigra,Native,884589,107888,5/30/17,SP,SFR,1.94,NA,14,10.33333333,A,N,1,1,1,31,19,SP,SFR-D,8.5,54,0,0,30,25,No,Alive,1,Good,EGB QCM TH,6/10/24,54,0,River Birch
4/27/15, ,Gleditsia triacanthos,PUBLIC,Fabaceae,Gleditsia,Deciduous,Gleditsia triacanthos,Native,884593,107883,5/30/17,SP,SFR,1.8,NA,14,8.375,A,N,2,1,1,32,19,SP,SFR-D,3.5,41,0,0,13.5,12,Yes,Alive,2,Good,EGB QCM TH,6/10/24,54,0,Honeylocust
9/17/15, ,Amelanchier spp.,PUBLIC,Rosaceae,Amelanchier,Deciduous,Amelanchier spp.,Native,882587,107083,1/5/17,SP,SFR,1.02,NA,11,5.333333333,A,N,1,1,1,3,2,SP,SFR-D,4.9,33,0,0,26,19,No,Alive,1,Good,AN ML,6/12/24,37,0,Serviceberry
