ID,SPECIES,SEASON,STREET,PROPERT,BaslnYr,Mrtl_S1,Mrtl_S2,Nrwy_Mp,LandUse,SiteTyp,Address,nTrePrp,D_IMPERVS,D_BLDNGS,D_CANOPY,TOTAL_VAL,OWN_ADDR,OWN_CITY,SITE_ADDR,YEAR_BUILT,OWN_OCC,Cmmnt_1,Cmmnt_2,Cmmnt_3,Cmmnt_4,X,Y,Alive_S1,Alive_S2,LOT_SIZE,ageS2,ageS1,TSurvey,npermits
16840,Kousa Dogwood,Spring 2011,RANDOLPH RD,51,14,Alive,Alive,Yes,SFR-D,BY,51 RANDOLPH RD,27,7.882885227,7.926814567,3.448447694,399600,51 RANDOLPH RD,WORCESTER,51 RANDOLPH RD,1895,TRUE,Maple tree encroachment,NA,NA,NA,175823.3157,894173.8639,Alive,Alive,0.2872,12.28767123,3.282191781,9.005479449,NA
16837,Crabapple,Spring 2011,RANDOLPH RD,51,14,Alive,Alive,No,SFR-D,BY,51 RANDOLPH RD,27,0.474513091,9.427413578,7.432540599,399600,51 RANDOLPH RD,WORCESTER,51 RANDOLPH RD,1895,TRUE,NA,NA,NA,NA,175822.7761,894198.0895,Alive,Alive,0.2872,12.28767123,3.282191781,9.005479449,NA
16836,Crabapple,Spring 2011,RANDOLPH RD,51,14,Alive,Alive,No,SFR-D,BY,51 RANDOLPH RD,27,7.310656266,7.262175267,3.111454086,399600,51 RANDOLPH RD,WORCESTER,51 RANDOLPH RD,1895,TRUE,Some holes in leaves,NA,NA,NA,175821.0188,894178.65,Alive,Alive,0.2872,12.28767123,3.282191781,9.005479449,NA
16835,Crabapple,Spring 2011,RANDOLPH RD,51,14,Alive,Alive,Yes,SFR-D,BY,51 RANDOLPH RD,27,9.642152123,10.45071346,0,399600,51 RANDOLPH RD,WORCESTER,51 RANDOLPH RD,1895,TRUE,"Main stem cut, some holes in leaves",NA,NA,NA,175828.5989,894169.4942,Alive,Alive,0.2872,12.28767123,3.282191781,9.005479449,NA
16834,Crabapple,Spring 2011,RANDOLPH RD,51,1415,Standing Dead,Removed,No,SFR-D,BY,51 RANDOLPH RD,27,7.668797044,11.57268224,5.510133633,399600,51 RANDOLPH RD,WORCESTER,51 RANDOLPH RD,1895,TRUE,Leaning to the side. Berries are shriveled or undeveloped.,NA,NA,NA,175815.0633,894181.4176,Dead,Dead,0.2872,12.28767123,4.282191781,8.005479449,NA
16831,Crabapple,Spring 2011,RANDOLPH RD,51,14,Alive,Alive,Yes,SFR-D,SY,51 RANDOLPH RD,27,0.067335224,9.452198871,4.736731239,399600,51 RANDOLPH RD,WORCESTER,51 RANDOLPH RD,1895,TRUE,NA,NA,NA,NA,175826.1732,894200.2369,Alive,Alive,0.2872,12.28767123,3.282191781,9.005479449,NA
16827,Colorado Spruce,Spring 2011,RANDOLPH RD,51,15,Alive,Alive,No,SFR-D,BY,51 RANDOLPH RD,27,6.949913341,7.157123305,0.831991714,399600,51 RANDOLPH RD,WORCESTER,51 RANDOLPH RD,1895,TRUE,NA,NA,NA,NA,175826.2857,894173.1133,Alive,Alive,0.2872,12.28767123,4.282191781,8.005479449,NA
16826,Colorado Spruce,Spring 2011,RANDOLPH RD,51,1415,Alive,Alive,No,SFR-D,BY,51 RANDOLPH RD,27,10.57614662,12.57527433,2.801598633,399600,51 RANDOLPH RD,WORCESTER,51 RANDOLPH RD,1895,TRUE,NA,NA,NA,NA,175823.6457,894168.1503,Alive,Alive,0.2872,12.28767123,4.282191781,8.005479449,NA
16825,Bradford Pear,Spring 2011,RANDOLPH RD,51,15,Alive,Removed,No,SFR-D,SY,51 RANDOLPH RD,27,4.859976213,4.677033999,1.472961142,399600,51 RANDOLPH RD,WORCESTER,51 RANDOLPH RD,1895,TRUE,NA,NA,NA,NA,175828.5941,894196.0882,Alive,Dead,0.2872,12.28767123,4.282191781,8.005479449,NA
16824,Bradford Pear,Spring 2011,RANDOLPH RD,51,14,Alive,Removed,No,SFR-D,BY,51 RANDOLPH RD,27,9.19468018,10.90736709,4.297779436,399600,51 RANDOLPH RD,WORCESTER,51 RANDOLPH RD,1895,TRUE,Still staked,NA,NA,NA,175821.5425,894171.4636,Alive,Dead,0.2872,12.28767123,3.282191781,9.005479449,NA
16823,Bradford Pear,Spring 2011,RANDOLPH RD,51,14,Alive,Alive,Yes,SFR-D,BY,51 RANDOLPH RD,27,11.19094099,10.11602557,0.455338133,399600,51 RANDOLPH RD,WORCESTER,51 RANDOLPH RD,1895,TRUE,Still staked,NA,NA,covered in poison ivy so no dbh or width,175824.8531,894164.8019,Alive,Alive,0.2872,12.28767123,3.282191781,9.005479449,NA
16820,White Pine,Spring 2011,RANDOLPH RD,51,1415,Alive,Alive,No,SFR-D,BY,51 RANDOLPH RD,27,6.076189548,10.58188948,4.806948404,399600,51 RANDOLPH RD,WORCESTER,51 RANDOLPH RD,1895,TRUE,Still staked.  Yellowing at ends,NA,NA,NA,175819.2291,894167.04,Alive,Alive,0.2872,12.28767123,4.282191781,8.005479449,NA
16818,Serviceberry,Spring 2011,RANDOLPH RD,51,141516,Alive,Alive,No,SFR-D,SY,51 RANDOLPH RD,27,0.789945881,10.2617359,4.408722965,399600,51 RANDOLPH RD,WORCESTER,51 RANDOLPH RD,1895,TRUE,Holes in leaves/ yellowing,NA,on side of house next to dirt road,NA,175834.3387,894203.5829,Alive,Alive,0.2872,12.28767123,5.282191781,7.005479449,NA
16817,White Pine,Spring 2011,RANDOLPH RD,51,14,Alive,Alive,No,SFR-D,SY,51 RANDOLPH RD,27,1.359224638,9.821686469,6.736949928,399600,51 RANDOLPH RD,WORCESTER,51 RANDOLPH RD,1895,TRUE,Spiders/ bugs on pine branches,NA,NA,NA,175819.4131,894195.2912,Alive,Alive,0.2872,12.28767123,3.282191781,9.005479449,NA
16812,White Pine,Spring 2011,RANDOLPH RD,51,14,Alive,Alive,No,SFR-D,BY,51 RANDOLPH RD,27,4.126285423,4.384794958,1.369685357,399600,51 RANDOLPH RD,WORCESTER,51 RANDOLPH RD,1895,TRUE,NA,NA,NA,NA,175822.6612,894182.0301,Alive,Alive,0.2872,12.28767123,3.282191781,9.005479449,NA
16811,White Pine,Spring 2011,RANDOLPH RD,51,14,Alive,Alive,No,SFR-D,BY,51 RANDOLPH RD,27,4.938111086,4.852773403,0.704768738,399600,51 RANDOLPH RD,WORCESTER,51 RANDOLPH RD,1895,TRUE,Still staked,NA,NA,NA,175824.3652,894177.2421,Alive,Alive,0.2872,12.28767123,3.282191781,9.005479449,NA
16810,White Pine,Spring 2011,RANDOLPH RD,51,14,Alive,Alive,No,SFR-D,BY,51 RANDOLPH RD,27,0.751464375,11.03988187,7.521201796,399600,51 RANDOLPH RD,WORCESTER,51 RANDOLPH RD,1895,TRUE,NA,NA,NA,NA,175816.5683,894194.2827,Alive,Alive,0.2872,12.28767123,3.282191781,9.005479449,NA
16809,White Pine,Spring 2011,RANDOLPH RD,51,14,Alive,Alive,No,SFR-D,BY,51 RANDOLPH RD,27,4.818702692,10.35741403,3.77668346,399600,51 RANDOLPH RD,WORCESTER,51 RANDOLPH RD,1895,TRUE,Still staked.,NA,NA,NA,175817.3276,894170.2242,Alive,Alive,0.2872,12.28767123,3.282191781,9.005479449,NA
16808,White Fir,Spring 2011,RANDOLPH RD,51,15,Removed,Removed,No,SFR-D,SY,51 RANDOLPH RD,27,2.873921063,9.577977873,1.219409958,399600,51 RANDOLPH RD,WORCESTER,51 RANDOLPH RD,1895,TRUE,NA,NA,NA,NA,175841.7301,894202.4779,Dead,Dead,0.2872,12.28767123,4.282191781,8.005479449,NA
16807,Serviceberry,Spring 2011,RANDOLPH RD,51,15,Alive,Alive,No,SFR-D,SY,51 RANDOLPH RD,27,0.160484109,13.21431693,2.101775717,399600,51 RANDOLPH RD,WORCESTER,51 RANDOLPH RD,1895,TRUE,NA,NA,NA,NA,175841.9203,894206.2362,Alive,Alive,0.2872,12.28767123,4.282191781,8.005479449,NA
16803,White Pine,Spring 2011,RANDOLPH RD,51,1415,Alive,Alive,No,SFR-D,BY,51 RANDOLPH RD,27,3.922896957,9.912774462,1.134134738,399600,51 RANDOLPH RD,WORCESTER,51 RANDOLPH RD,1895,TRUE,Very few brown needles,NA,NA,NA,175814.9556,894173.8104,Alive,Alive,0.2872,12.28767123,4.282191781,8.005479449,NA
16802,White Pine,Spring 2011,RANDOLPH RD,51,1415,Alive,Standing Dead,No,SFR-D,BY,51 RANDOLPH RD,27,7.087220568,7.431876133,1.982403642,399600,51 RANDOLPH RD,WORCESTER,51 RANDOLPH RD,1895,TRUE,Lot of vegetation around tree,Dieback on the top,NA,NA,175820.8321,894163.6239,Alive,Dead,0.2872,12.28767123,4.282191781,8.005479449,NA
16801,White Pine,Spring 2011,RANDOLPH RD,51,1415,Alive,Alive,No,SFR-D,BY,51 RANDOLPH RD,27,5.215632538,11.25855007,2.502962965,399600,51 RANDOLPH RD,WORCESTER,51 RANDOLPH RD,1895,TRUE,Leaves slrightly brown,NA,NA,NA,175811.437,894182.6971,Alive,Alive,0.2872,12.28767123,4.282191781,8.005479449,NA
16800,White Pine,Spring 2011,RANDOLPH RD,51,1415,Alive,Alive,No,SFR-D,BY,51 RANDOLPH RD,27,4.8986715,10.56978203,3.683967216,399600,51 RANDOLPH RD,WORCESTER,51 RANDOLPH RD,1895,TRUE,NA,NA,NA,NA,175813.2934,894178.4179,Alive,Alive,0.2872,12.28767123,4.282191781,8.005479449,NA
12007,Dawn Redwood,Fall 2011,RANDOLPH RD,51,1415,Alive,Alive,No,MFR,SY,51 RANDOLPH RD,27,0,10.02201334,4.715779169,399600,51 RANDOLPH RD,WORCESTER,51 RANDOLPH RD,1895,TRUE,Staked. Close to 50% transparency.,NA,NA,NA,175829.7676,894202.4651,Alive,Alive,0.2872,11.75068493,3.745205479,8.005479451,NA
10570,Sweetgum,Fall 2011,GARRISON AVE,56,15,Alive,Removed,No,SFR-D,BY,56 GARRISON AVE,3,2.974694272,0,0,401900,56 GARRISON AVE,WORCESTER,56 GARRISON AVE,1964,TRUE,NA,NA,NA,NA,176734.5222,896126.2561,Alive,Dead,0.2865,11.75068493,3.745205479,8.005479451,2
10569,Linden,Fall 2011,GARRISON AVE,56,15,Alive,Alive,Yes,SFR-A,BY,56 GARRISON AVE,3,2.717307714,11.72874887,0,401900,56 GARRISON AVE,WORCESTER,56 GARRISON AVE,1964,TRUE,NA,"Strange trunk/bark, deformity; holes in leaves",NA,NA,176733.8131,896098.7143,Alive,Alive,0.2865,11.75068493,3.745205479,8.005479451,2
10568,Linden,Fall 2011,GARRISON AVE,56,15,Alive,Removed,No,SFR-A,BY,56 GARRISON AVE,3,8.906352744,9.554163359,0,401900,56 GARRISON AVE,WORCESTER,56 GARRISON AVE,1964,TRUE,NA,NA,NA,NA,176737.7938,896112.7859,Alive,Dead,0.2865,11.75068493,3.745205479,8.005479451,2
12961,White Fir,Fall 2011,NORTH PKWY,32,15,Removed,Removed,No,SFR-D,BY,32 NORTH PKWY,2,12.68389879,8.504763439,0,333900,32  NORTH PKWY,WORCESTER,32 NORTH PKWY,1926,FALSE,NA,NA,NA,NA,176277.5144,893870.9047,Dead,Dead,0.2854,11.75068493,3.745205479,8.005479451,2
12960,Littleleaf Linden,Fall 2011,NORTH PKWY,32,15,Alive,Alive,No,SFR-D,FY,32 NORTH PKWY,2,3.386964406,1.831352352,0,333900,32  NORTH PKWY,WORCESTER,32 NORTH PKWY,1926,FALSE,NA,Insect Damage on leaves,NA,point wrong,176272.1079,893904.8095,Alive,Alive,0.2854,11.75068493,3.745205479,8.005479451,2
1054197,Red Oak,Spring 2012,NORTH PKWY,52,15,Alive,Alive,No,SFR-D,FY,52 NORTH PKWY,2,6.835433337,5.170873726,3.192343168,330100,52 NORTH PKWY,WORCESTER,52 NORTH PKWY,1924,TRUE,NA,Many pruning cuts and very small crown,NA,NA,176397.5662,893925.2279,Alive,Alive,0.284,11.26027397,3.254794521,8.005479449,NA
1053308,Red Oak,Spring 2012,NORTH PKWY,52,15,Alive,Removed,No,SFR-D,FY,52 NORTH PKWY,2,1.226976106,6.092480679,4.877716852,330100,52 NORTH PKWY,WORCESTER,52 NORTH PKWY,1924,TRUE,NA,Missing large limb,NA,NA,176414.5928,893913.0862,Alive,Dead,0.284,11.26027397,3.254794521,8.005479449,NA
14689,Kousa Dogwood,Spring 2011,FALES ST,19,14,Alive,Alive,No,SFR-D,BY,19 FALES ST,2,3.634369361,9.957423068,3.092991027,284600,19 FALES ST,WORCESTER,19 FALES ST,1910,TRUE,NA,NA,NA,NA,175621.2861,895661.9216,Alive,Alive,0.2837,12.28767123,3.282191781,9.005479449,1
14688,Crabapple,Spring 2011,FALES ST,19,14,Alive,Alive,No,SFR-D,FY,19 FALES ST,2,3.382667047,6.847275193,6.032890328,284600,19 FALES ST,WORCESTER,19 FALES ST,1910,TRUE,Crowded mulching,NA,NA,NA,175629.3139,895631.2001,Alive,Alive,0.2837,12.28767123,3.282191781,9.005479449,1
3300,Kousa Dogwood,Fall 2010,ORONO ST,2,16,Alive,Alive,No,SFR-D,FY,2 ORONO ST,1,2.446226168,9.94611507,10.89226486,388800,2 ORONO ST,WORCESTER,2 ORONO ST,1983,TRUE,NA,NA,NA,Pinkish looking flowers,175744.9778,898359.9497,Alive,Alive,0.2802,12.75342466,5.747945205,7.005479455,4
13212,Littleleaf Linden,Fall 2011,MARY ANN DR,43,15,Alive,Removed,No,SFR-D,BY,43 MARY ANN DR,3,14.52494751,13.71391865,2.44886073,337800,43  MARY ANN DR,WORCESTER,43 MARY ANN DR,1962,FALSE,NA,NA,NA,taken out in halloween snowstorm,175938.54,894634.6717,Alive,Dead,0.2801,11.75068493,3.745205479,8.005479451,1
13211,Japanese Tree Lilac,Fall 2011,MARY ANN DR,43,15,Alive,Alive,No,SFR-D,FY,43 MARY ANN DR,3,2.628932883,7.130184704,9.175603085,337800,43  MARY ANN DR,WORCESTER,43 MARY ANN DR,1962,FALSE,NA,Weed wacker damage,NA,NA,175949.0601,894607.5663,Alive,Alive,0.2801,11.75068493,3.745205479,8.005479451,1
13210,Japanese Tree Lilac,Fall 2011,MARY ANN DR,43,15,Alive,Alive,No,SFR-D,FY,43 MARY ANN DR,3,1.458740775,1.83471559,14.23342139,337800,43  MARY ANN DR,WORCESTER,43 MARY ANN DR,1962,FALSE,NA,NA,NA,NA,175948.5335,894613.7459,Alive,Alive,0.2801,11.75068493,3.745205479,8.005479451,1
1053028,Fraser Fir,Spring 2012,NORTH PKWY,46,15,Removed,Removed,No,SFR-D,BY,46 NORTH PKWY,2,17.43290691,18.15501372,0,328500,46 NORTH PKWY,WORCESTER,46 NORTH PKWY,1926,TRUE,NA,NA,NA,NA,176386.8396,893890.175,Dead,Dead,0.2776,11.26027397,3.254794521,8.005479449,1
1053026,Zelkova,Spring 2012,NORTH PKWY,46,15,Removed,Removed,No,SFR-D,FY,46 NORTH PKWY,2,0,0,4.459438041,328500,46 NORTH PKWY,WORCESTER,46 NORTH PKWY,1926,TRUE,NA,NA,NA,NA,176377.058,893927.6229,Dead,Dead,0.2776,11.26027397,3.254794521,8.005479449,1
12502,Crabapple,Fall 2011,WHITMARSH AVE,178,15,Alive,Removed,No,SFR-D,BY,178 WHITMARSH AVE,2,6.501934094,6.311967384,12.08664564,353200,178 WHITMARSH AVE,WORCESTER,178 WHITMARSH AVE,1920,TRUE,NA,NA,NA,Kids from daycare picked at bark,175956.8813,894970.0391,Alive,Dead,0.2755,11.75068493,3.745205479,8.005479451,NA
12501,Cherry,Fall 2011,WHITMARSH AVE,178,1516,Alive,Alive,No,SFR-D,BY,178 WHITMARSH AVE,2,2.365545149,4.375723694,7.64034065,353200,178 WHITMARSH AVE,WORCESTER,178 WHITMARSH AVE,1920,TRUE,NA,Lots of trunk damage -- homeowner runs a daycare and kids peeled off some of the bark,Serious damage on cambium; lots of dieback,NA,175944.2752,894962.449,Alive,Alive,0.2755,11.75068493,4.745205479,7.005479451,NA
1054194,Honeylocust,Spring 2012,RANDALL ST,62,15,Alive,Alive,Yes,SFR-D,BY,62 RANDALL ST,3,2.571033083,5.723705907,8.370528584,344600,62 RANDALL ST,WORCESTER,62 RANDALL ST,1953,TRUE,NA,leaning,NA,NA,175751.4902,895760.3742,Alive,Alive,0.2742,11.26027397,3.254794521,8.005479449,NA
16781,Linden,Spring 2011,RANDALL ST,62,15,Alive,Alive,Yes,SFR-D,BY,62 RANDALL ST,3,11.7091064,8.86247368,4.26066618,344600,62 RANDALL ST,WORCESTER,62 RANDALL ST,1953,TRUE,NA,"Middle of yard, large basal sprout",NA,NA,175768.1256,895755.1249,Alive,Alive,0.2742,12.28767123,4.282191781,8.005479449,NA
16780,Linden,Spring 2011,RANDALL ST,62,15,Alive,Alive,Yes,SFR-D,BY,62 RANDALL ST,3,10.09350268,11.54284056,3.662474305,344600,62 RANDALL ST,WORCESTER,62 RANDALL ST,1953,TRUE,NA,one next to fence,NA,NA,175760.5437,895755.5075,Alive,Alive,0.2742,12.28767123,4.282191781,8.005479449,NA
1289,Sargent Cherry,Fall 2010,BLUE BELL RD,10,14,Alive,Removed,No,SFR-D,BY,10 BLUE BELL RD,10,16.39654476,20.32063507,0,323600,10 BLUE BELL RD,WORCESTER,10 BLUE BELL RD,1929,TRUE,NA,NA,NA,NA,176469.133,896250.9831,Alive,Dead,0.2731,12.75342466,3.747945205,9.005479455,1
1288,Sargent Cherry,Fall 2010,BLUE BELL RD,10,14,Alive,Alive,No,SFR-D,BY,10 BLUE BELL RD,10,14.95570119,15.67755048,0,323600,10 BLUE BELL RD,WORCESTER,10 BLUE BELL RD,1929,TRUE,NA,NA,NA,NA,176466.3785,896259.659,Alive,Alive,0.2731,12.75342466,3.747945205,9.005479455,1
15522,Juniper,Spring 2011,KING PHILIP RD,118,16,Alive,Alive,No,SFR-D,BY,118 KING PHILIP RD,4,7.627376835,9.796245831,3.823399632,291700,118 KING PHILIP RD,WORCESTER,118 KING PHILIP RD,1920,TRUE,NA,NA,NA,NA,175712.8878,894815.6353,Alive,Alive,0.2654,12.28767123,5.282191781,7.005479449,2
15521,Juniper,Spring 2011,KING PHILIP RD,118,15,Alive,Alive,No,SFR-D,BY,118 KING PHILIP RD,4,9.429696297,10.80190831,7.071409174,291700,118 KING PHILIP RD,WORCESTER,118 KING PHILIP RD,1920,TRUE,NA,NA,NA,NA,175717.5548,894816.1726,Alive,Alive,0.2654,12.28767123,4.282191781,8.005479449,2
15520,Juniper,Spring 2011,KING PHILIP RD,118,15,Alive,Alive,No,SFR-D,BY,118 KING PHILIP RD,4,6.403893889,6.430462439,11.70240263,291700,118 KING PHILIP RD,WORCESTER,118 KING PHILIP RD,1920,TRUE,NA,NA,NA,vines growing all over tree,175722.73,894817.964,Alive,Alive,0.2654,12.28767123,4.282191781,8.005479449,2
15519,Juniper,Spring 2011,KING PHILIP RD,118,15,Alive,Alive,No,SFR-D,BY,118 KING PHILIP RD,4,4.421002516,4.014794277,16.30265024,291700,118 KING PHILIP RD,WORCESTER,118 KING PHILIP RD,1920,TRUE,NA,Only one recorded width,NA,"covered in vines, some leaves turning brown",175727.3291,894820.2402,Alive,Alive,0.2654,12.28767123,4.282191781,8.005479449,2
2068,Japanese Tree Lilac,Fall 2010,FAIRHAVEN RD,96,15,Alive,Alive,No,SFR-D,BY,96 FAIRHAVEN RD,2,2.655084013,1.232842028,3.480421466,310600,96 FAIRHAVEN RD,WORCESTER,96 FAIRHAVEN RD,1914,TRUE,NA,Moss,NA,Water can,175855.9208,895427.0654,Alive,Alive,0.2652,12.75342466,4.747945205,8.005479455,NA
2067,Dawn Redwood,Fall 2010,FAIRHAVEN RD,96,15,Alive,Alive,No,SFR-D,BY,96 FAIRHAVEN RD,2,7.211052214,12.67695762,5.494670001,310600,96 FAIRHAVEN RD,WORCESTER,96 FAIRHAVEN RD,1914,TRUE,NA,Pruning,NA,Looking good,175829.4708,895422.5925,Alive,Alive,0.2652,12.75342466,4.747945205,8.005479455,NA
14485,Snow Goose Cherry,Spring 2011,DAVIDSON RD,53,15,Alive,Alive,No,MFR,BY,53 DAVIDSON RD,7,4.934570676,1.967824148,4.305248755,408700,53 DAVIDSON RD,WORCESTER,53 DAVIDSON RD,1918,TRUE,NA,NA,NA,NA,176443.9375,893875.0417,Alive,Alive,0.2638,12.28767123,4.282191781,8.005479449,1
1959,White Fir,Fall 2010,DAVIDSON RD,53,15,Alive,Alive,No,MFR,SY,53 DAVIDSON RD,7,0.651659226,0.506662547,0,408700,53 DAVIDSON RD,WORCESTER,53 DAVIDSON RD,1918,TRUE,NA,NA,NA,NA,176444.4077,893856.6642,Alive,Alive,0.2638,12.75342466,4.747945205,8.005479455,1
1958,Sargent Cherry,Fall 2010,DAVIDSON RD,53,15,Alive,Removed,No,MFR,BY,53 DAVIDSON RD,7,3.891887727,6.048932708,4.129022707,408700,53 DAVIDSON RD,WORCESTER,53 DAVIDSON RD,1918,TRUE,NA,Insect damage and trunk scar,NA,NA,176445.891,893871.1072,Alive,Dead,0.2638,12.75342466,4.747945205,8.005479455,1
1957,Sargent Cherry,Fall 2010,DAVIDSON RD,53,15,Alive,Removed,No,MFR,BY,53 DAVIDSON RD,7,2.787390254,2.191286874,5.030371891,408700,53 DAVIDSON RD,WORCESTER,53 DAVIDSON RD,1918,TRUE,NA,Insect damage,NA,NA,176447.1649,893867.3679,Alive,Dead,0.2638,12.75342466,4.747945205,8.005479455,1
1956,Red Oak,Fall 2010,DAVIDSON RD,53,15,Removed,Removed,No,MFR,SY,53 DAVIDSON RD,7,3.951390045,5.26143428,11.37411677,408700,53 DAVIDSON RD,WORCESTER,53 DAVIDSON RD,1918,TRUE,NA,NA,NA,NA,176460.1093,893867.2854,Dead,Dead,0.2638,12.75342466,4.747945205,8.005479455,1
1955,Kousa Dogwood,Fall 2010,DAVIDSON RD,53,15,Alive,Alive,No,MFR,SY,53 DAVIDSON RD,7,5.988275394,8.605750381,1.098575508,408700,53 DAVIDSON RD,WORCESTER,53 DAVIDSON RD,1918,TRUE,NA,NA,NA,NA,176464.8613,893855.2628,Alive,Alive,0.2638,12.75342466,4.747945205,8.005479455,1
1954,Japanese Tree Lilac,Fall 2010,DAVIDSON RD,53,15,Alive,Removed,No,MFR,BY,53 DAVIDSON RD,7,7.416647188,2.379202524,0.572225314,408700,53 DAVIDSON RD,WORCESTER,53 DAVIDSON RD,1918,TRUE,NA,NA,NA,NA,176440.166,893874.2179,Alive,Dead,0.2638,12.75342466,4.747945205,8.005479455,1
15518,Serviceberry,Spring 2011,KING PHILIP RD,111,15,Alive,Alive,No,SFR-A,BY,111 KING PHILIP RD,6,7.693711205,6.375894103,0,411500,111 KING PHILIP RD,WORCESTER,111 KING PHILIP RD,1910,TRUE,NA,NA,NA,"behind fence with fir, but we could see in",175673.131,894883.1808,Alive,Alive,0.2629,12.28767123,4.282191781,8.005479449,2
15517,Honeylocust,Spring 2011,KING PHILIP RD,111,15,Alive,Alive,No,SFR-A,BY,111 KING PHILIP RD,6,0,8.850618717,1.308457406,411500,111 KING PHILIP RD,WORCESTER,111 KING PHILIP RD,1910,TRUE,NA,NA,NA,outside fence,175661.1768,894862.6965,Alive,Alive,0.2629,12.28767123,4.282191781,8.005479449,2
15516,White Fir,Spring 2011,KING PHILIP RD,111,15,Alive,Alive,No,SFR-A,BY,111 KING PHILIP RD,6,9.146062998,8.346192471,0.122358403,411500,111 KING PHILIP RD,WORCESTER,111 KING PHILIP RD,1910,TRUE,NA,NA,NA,NA,175659.4877,894879.7548,Alive,Alive,0.2629,12.28767123,4.282191781,8.005479449,2
15515,White Fir,Spring 2011,KING PHILIP RD,111,15,Alive,Alive,No,SFR-A,BY,111 KING PHILIP RD,6,7.084422514,6.307561986,2.912626003,411500,111 KING PHILIP RD,WORCESTER,111 KING PHILIP RD,1910,TRUE,NA,NA,NA,NA,175668.2377,894881.5284,Alive,Alive,0.2629,12.28767123,4.282191781,8.005479449,2
15514,Tulip,Spring 2011,KING PHILIP RD,111,15,Removed,Removed,No,SFR-A,BY,111 KING PHILIP RD,6,8.126569407,7.440560692,3.227698559,411500,111 KING PHILIP RD,WORCESTER,111 KING PHILIP RD,1910,TRUE,NA,NA,NA,NA,175664.5374,894881.5238,Dead,Dead,0.2629,12.28767123,4.282191781,8.005479449,2
15513,Fringetree,Spring 2011,KING PHILIP RD,111,15,Alive,Alive,No,SFR-A,FY,111 KING PHILIP RD,6,3.783538132,4.878547732,3.788922628,411500,111 KING PHILIP RD,WORCESTER,111 KING PHILIP RD,1910,TRUE,NA,completely shaded by spruce; no fringe,NA,NA,175670.7064,894853.333,Alive,Alive,0.2629,12.28767123,4.282191781,8.005479449,2
964,Swamp White Oak,Fall 2010,AIRLIE ST,70,1415,Alive,Alive,Yes,SFR-D,BY,70 AIRLIE ST,3,15.36063523,21.39050755,0,348000,70 AIRLIE ST,WORCESTER,70 AIRLIE ST,1913,TRUE,NA,Trunk damage at base,NA,Tree is a red oak,175678.7047,895225.9817,Alive,Alive,0.2615,12.75342466,4.747945205,8.005479455,1
963,Serviceberry,Fall 2010,AIRLIE ST,70,1415,Alive,Alive,No,SFR-D,FY,70 AIRLIE ST,3,0.960963445,3.888943541,2.722249277,348000,70 AIRLIE ST,WORCESTER,70 AIRLIE ST,1913,TRUE,NA,NA,NA,Some orange-ish leaves but looks good overall,175649.0134,895268.2793,Alive,Alive,0.2615,12.75342466,4.747945205,8.005479455,1
962,Dawn Redwood,Fall 2010,AIRLIE ST,70,1415,Alive,Alive,Yes,SFR-D,BY,70 AIRLIE ST,3,17.67904249,17.99800541,0.739211771,348000,70 AIRLIE ST,WORCESTER,70 AIRLIE ST,1913,TRUE,NA,NA,NA,NA,175670.2522,895222.6034,Alive,Alive,0.2615,12.75342466,4.747945205,8.005479455,1
16785,Tulip,Spring 2011,RANDALL ST,69,15,Removed,Removed,No,SFR-D,BY,69 RANDALL ST,2,15.83922395,13.54233731,28.95355287,321800,69 RANDALL ST,WORCESTER,69 RANDALL ST,1945,TRUE,NA,NA,NA,NA,175773.2536,895835.1678,Dead,Dead,0.2602,12.28767123,4.282191781,8.005479449,1
11866,Sweetgum,Fall 2011,RANDALL ST,69,15,Alive,Alive,No,SFR-D,BY,69 RANDALL ST,2,7.302832855,6.912039295,30.69611073,321800,69 RANDALL ST,WORCESTER,69 RANDALL ST,1945,TRUE,NA,Still staked,NA,NA,175776.8269,895823.8473,Alive,Alive,0.2602,11.75068493,3.745205479,8.005479451,1
13440,Crabapple,Spring 2011,AIRLIE ST,74,141516,Alive,Alive,No,SFR-D,FY,74 AIRLIE ST,9,21.4560313,23.87637938,6.209279463,279600,74 AIRLIE ST,WORCESTER,74 AIRLIE ST,1905,TRUE,NA,NA,NA,"Looks like there were basal sprouts which were trimmed off, not sure if this one is a crabapple or a berry",175681.992,895238.2108,Alive,Alive,0.259,12.28767123,5.282191781,7.005479449,NA
13439,Dogwood,Spring 2011,AIRLIE ST,74,141516,Alive,Alive,No,SFR-D,FY,74 AIRLIE ST,9,0.499132426,7.449365538,6.94043417,279600,74 AIRLIE ST,WORCESTER,74 AIRLIE ST,1905,TRUE,NA,NA,NA,bark as mulch on bottom of tree,175684.4521,895272.1285,Alive,Alive,0.259,12.28767123,5.282191781,7.005479449,NA
13437,Littleleaf Linden,Spring 2011,AIRLIE ST,74,1415,Alive,Alive,No,SFR-D,BY,74 AIRLIE ST,9,3.679239958,4.70771357,6.821107866,279600,74 AIRLIE ST,WORCESTER,74 AIRLIE ST,1905,TRUE,NA,Volcano mulching,NA,bark mulch at base,175690.3234,895258.7914,Alive,Alive,0.259,12.28767123,4.282191781,8.005479449,NA
